wine_id,region,country,region_label,grape,price,vintage_quality,winemaking_score,region_prestige,region_terroir,scarcity,oak_months,residual_sugar,alcohol,true_quality,blind_rating_expert,blind_rating_novice,blind_rating,sighted_rating,overpriced,value_wine,placebo_effect
WIN019365,Bordeaux,France,Bordeaux,cab_sauv,29.27,1.96,4.23,9.0,7.0,10.0,7,2.3,14.3,78.0,82.5,80.6,81.6,82.8,0,0,1.2
WIN019366,generic_new_world,,Outras (novo mundo),merlot,14.02,5.68,8.63,3.0,5.0,7.27,3,2.0,12.3,80.0,84.3,82.6,83.4,81.2,0,0,-2.2
WIN019367,Tuscany,Italy,Toscana,merlot,41.97,6.77,3.71,7.0,7.0,5.92,2,1.4,14.5,84.1,84.7,78.0,81.4,82.2,1,0,0.8
WIN019368,Tuscany,Italy,Toscana,cab_sauv,9.88,4.8,6.1,7.0,7.0,6.38,15,1.5,15.1,83.0,82.1,83.1,82.6,79.4,0,0,-3.2
WIN019369,Tuscany,Italy,Toscana,pinot_noir,19.05,3.15,3.44,7.0,7.0,2.81,3,1.1,12.5,80.9,76.6,79.5,78.0,79.1,0,0,1.1
WIN019370,generic_new_world,,Outras (novo mundo),merlot,6.97,2.19,4.69,3.0,5.0,4.47,18,5.5,13.3,75.2,77.5,83.0,80.2,76.2,0,0,-4.0
WIN019371,Rioja,Spain,Rioja,shiraz,14.43,4.96,3.43,6.0,6.0,1.76,4,14.3,13.9,83.1,85.4,92.3,88.8,88.4,0,1,-0.4
WIN019372,generic_new_world,,Outras (novo mundo),pinot_noir,5.07,5.58,7.25,3.0,5.0,4.93,16,0.3,15.7,84.8,84.6,83.8,84.2,83.4,0,1,-0.8
WIN019373,Barossa,Australia,Barossa Valley,pinot_noir,23.42,4.38,3.32,6.0,6.0,7.42,5,1.3,14.2,75.1,76.3,77.1,76.7,78.5,0,0,1.8
WIN019374,Burgundy,France,Borgonha,cab_sauv,102.35,6.14,4.39,9.0,8.0,5.61,9,9.6,15.5,84.6,83.8,80.2,82.0,83.6,1,0,1.6
WIN019375,Bordeaux,France,Bordeaux,blend,27.82,4.62,2.83,9.0,7.0,5.48,4,3.4,13.8,78.0,82.9,81.4,82.2,79.7,0,0,-2.5
WIN019376,generic_new_world,,Outras (novo mundo),shiraz,20.47,3.83,6.62,3.0,5.0,8.12,15,6.6,14.0,80.0,79.2,84.3,81.8,81.9,0,0,0.1
WIN019377,Bordeaux,France,Bordeaux,blend,32.9,7.4,6.72,9.0,7.0,6.22,26,3.0,11.9,89.7,86.3,85.9,86.1,86.3,0,0,0.2
WIN019378,Napa,United States,Napa Valley,merlot,31.31,7.25,1.5,8.0,7.0,6.45,17,1.6,16.0,80.1,85.0,74.2,79.6,80.3,0,0,0.7
WIN019379,generic_new_world,,Outras (novo mundo),tempranillo,4.98,4.87,1.77,3.0,5.0,8.4,4,0.4,12.0,75.9,73.9,85.4,79.6,76.0,0,0,-3.6
WIN019380,Tuscany,Italy,Toscana,blend,22.16,5.96,2.67,7.0,7.0,5.43,23,8.7,14.0,80.0,82.9,78.6,80.8,82.7,0,0,1.9
WIN019381,generic_new_world,,Outras (novo mundo),pinot_noir,6.98,4.97,3.76,3.0,5.0,4.0,8,0.7,13.1,84.2,82.0,90.6,86.3,84.3,0,1,-2.0
WIN019382,generic_new_world,,Outras (novo mundo),cab_sauv,9.75,1.57,7.6,3.0,5.0,9.88,3,0.8,12.3,76.1,75.6,83.8,79.7,74.8,0,0,-4.9
WIN019383,Barossa,Australia,Barossa Valley,merlot,6.51,2.07,3.2,6.0,6.0,6.09,15,0.2,14.2,77.6,79.2,78.1,78.6,74.6,0,0,-4.0
WIN019384,Napa,United States,Napa Valley,sangiovese,27.49,1.31,6.87,8.0,7.0,5.25,12,4.3,13.5,82.6,84.9,79.3,82.1,84.1,0,0,2.0
WIN019385,Napa,United States,Napa Valley,malbec,61.15,6.24,5.4,8.0,7.0,7.53,15,2.9,13.4,89.6,89.9,84.8,87.4,88.4,0,0,1.0
WIN019386,Tuscany,Italy,Toscana,malbec,17.58,5.18,5.99,7.0,7.0,6.61,9,0.3,14.4,89.7,88.9,90.9,89.9,86.8,0,0,-3.1
WIN019387,Napa,United States,Napa Valley,cab_sauv,25.19,3.32,6.8,8.0,7.0,4.43,7,1.5,13.3,81.6,85.8,85.4,85.6,87.1,0,0,1.5
WIN019388,Rioja,Spain,Rioja,merlot,7.37,5.77,6.67,6.0,6.0,3.04,17,1.9,12.6,84.4,83.4,84.7,84.1,80.5,0,1,-3.6
WIN019389,Burgundy,France,Borgonha,sangiovese,271.14,5.39,5.99,9.0,8.0,9.75,17,1.1,17.0,83.9,90.8,81.3,86.0,97.0,0,0,11.0
WIN019390,Napa,United States,Napa Valley,blend,10.27,4.69,3.7,8.0,7.0,1.36,19,0.6,11.5,81.8,81.9,79.6,80.8,76.9,0,0,-3.9
WIN019391,Barossa,Australia,Barossa Valley,blend,10.59,6.77,9.88,6.0,6.0,8.35,14,1.5,11.8,92.2,89.8,86.3,88.0,85.4,0,1,-2.6
WIN019392,Mendoza,Argentina,Mendoza,pinot_noir,38.97,5.81,6.15,5.0,6.0,6.82,19,3.9,13.1,82.1,81.7,83.8,82.8,85.3,0,0,2.5
WIN019393,Rioja,Spain,Rioja,merlot,20.83,6.85,6.23,6.0,6.0,6.77,12,2.7,14.5,87.9,90.4,92.2,91.3,90.4,0,0,-0.9
WIN019394,Barossa,Australia,Barossa Valley,blend,29.95,5.7,10.0,6.0,6.0,10.0,28,0.3,15.5,89.8,89.4,83.9,86.6,88.1,0,0,1.5
WIN019395,Napa,United States,Napa Valley,tempranillo,15.16,5.67,4.54,8.0,7.0,7.81,8,0.7,12.6,84.6,82.0,85.4,83.7,85.9,0,0,2.2
WIN019396,Mendoza,Argentina,Mendoza,shiraz,54.12,2.87,3.78,5.0,6.0,7.6,2,1.9,13.4,79.5,76.7,81.9,79.3,81.4,1,0,2.1
WIN019397,generic_new_world,,Outras (novo mundo),malbec,19.1,5.66,3.28,3.0,5.0,8.77,12,8.5,13.2,81.3,82.7,87.1,84.9,85.4,0,0,0.5
WIN019398,Napa,United States,Napa Valley,shiraz,88.01,4.18,2.77,8.0,7.0,7.4,25,2.0,13.8,80.5,82.6,80.4,81.5,83.9,1,0,2.4
WIN019399,Bordeaux,France,Bordeaux,cab_sauv,81.56,4.69,6.81,9.0,7.0,7.19,4,3.5,13.0,85.3,86.9,87.2,87.1,91.2,0,0,4.1
WIN019400,Tuscany,Italy,Toscana,tempranillo,25.39,7.52,5.1,7.0,7.0,9.38,9,2.9,14.5,85.2,80.4,83.9,82.2,85.8,0,0,3.6
WIN019401,Napa,United States,Napa Valley,merlot,47.73,6.09,8.09,8.0,7.0,8.33,23,6.1,14.4,87.4,86.4,85.9,86.2,85.9,0,0,-0.3
WIN019402,Napa,United States,Napa Valley,sangiovese,39.86,5.65,3.52,8.0,7.0,8.93,11,0.2,14.6,85.1,84.7,85.3,85.0,85.0,0,0,0.0
WIN019403,Tuscany,Italy,Toscana,blend,24.12,4.6,1.76,7.0,7.0,5.71,7,1.3,12.4,84.2,84.8,82.7,83.8,83.4,0,0,-0.4
WIN019404,Rioja,Spain,Rioja,blend,7.83,5.42,4.47,6.0,6.0,5.02,2,2.3,13.8,82.3,79.8,84.5,82.2,78.6,0,0,-3.6
WIN019405,generic_new_world,,Outras (novo mundo),blend,10.89,9.05,5.23,3.0,5.0,4.18,8,3.0,12.7,86.6,84.5,87.6,86.0,83.2,0,1,-2.8
WIN019406,Barossa,Australia,Barossa Valley,malbec,43.49,3.54,7.48,6.0,6.0,9.47,12,1.6,13.0,87.1,88.6,87.2,87.9,89.9,0,0,2.0
WIN019407,Burgundy,France,Borgonha,shiraz,11.1,2.98,4.21,9.0,8.0,4.33,5,3.6,13.0,79.8,81.5,86.8,84.2,81.0,0,1,-3.2
WIN019408,Burgundy,France,Borgonha,cab_sauv,71.35,7.87,4.48,9.0,8.0,8.1,4,6.3,14.1,86.9,89.6,80.6,85.1,90.1,0,0,5.0
WIN019409,Mendoza,Argentina,Mendoza,cab_sauv,11.9,6.05,8.36,5.0,6.0,2.94,6,8.4,12.1,91.3,87.9,92.2,90.1,89.7,0,1,-0.4
WIN019410,Tuscany,Italy,Toscana,malbec,45.31,5.59,2.23,7.0,7.0,8.91,11,2.9,14.3,78.6,80.5,78.3,79.4,82.8,1,0,3.4
WIN019411,Burgundy,France,Borgonha,tempranillo,13.57,5.21,2.8,9.0,8.0,8.33,13,6.2,14.8,87.0,85.1,89.6,87.4,84.5,0,1,-2.9
WIN019412,Napa,United States,Napa Valley,malbec,41.68,8.27,5.12,8.0,7.0,9.83,11,6.0,12.9,89.7,89.6,91.9,90.8,95.2,0,0,4.4
WIN019413,Napa,United States,Napa Valley,sangiovese,58.74,3.08,5.87,8.0,7.0,7.0,10,1.9,11.2,80.5,83.1,79.7,81.4,82.3,1,0,0.9
WIN019414,Napa,United States,Napa Valley,pinot_noir,22.14,4.15,7.05,8.0,7.0,10.0,10,1.6,14.7,83.8,84.4,81.9,83.2,83.1,0,0,-0.1
WIN019415,Rioja,Spain,Rioja,blend,13.31,5.95,1.65,6.0,6.0,3.45,16,1.2,12.2,77.9,79.3,76.2,77.8,78.0,0,0,0.2
WIN019416,Mendoza,Argentina,Mendoza,blend,6.42,2.48,6.31,5.0,6.0,4.38,35,2.0,13.4,82.4,79.1,83.1,81.1,76.2,0,0,-4.9
WIN019417,Bordeaux,France,Bordeaux,pinot_noir,60.27,3.38,3.25,9.0,7.0,7.31,23,0.7,14.8,83.1,84.0,79.2,81.6,83.9,1,0,2.3
WIN019418,Tuscany,Italy,Toscana,cab_sauv,16.73,6.29,5.06,7.0,7.0,5.04,1,2.6,13.9,85.8,84.3,88.3,86.3,85.0,0,1,-1.3
WIN019419,Burgundy,France,Borgonha,pinot_noir,59.31,5.26,2.74,9.0,8.0,8.64,12,10.2,13.8,79.5,80.7,79.1,79.9,83.5,1,0,3.6
WIN019420,generic_new_world,,Outras (novo mundo),blend,12.99,3.32,2.52,3.0,5.0,7.22,4,3.3,14.5,72.1,70.0,77.4,73.7,71.6,0,0,-2.1
WIN019421,Tuscany,Italy,Toscana,merlot,35.15,2.02,5.23,7.0,7.0,2.84,21,2.0,13.2,74.5,73.9,70.8,72.4,73.8,1,0,1.4
WIN019422,Napa,United States,Napa Valley,pinot_noir,41.04,3.25,5.05,8.0,7.0,7.85,12,3.2,14.2,80.4,80.8,77.4,79.1,83.6,1,0,4.5
WIN019423,Napa,United States,Napa Valley,sangiovese,42.05,7.12,3.8,8.0,7.0,6.56,15,0.4,11.4,83.0,81.7,80.2,81.0,84.5,1,0,3.5
WIN019424,Burgundy,France,Borgonha,pinot_noir,20.95,6.77,6.69,9.0,8.0,5.09,5,1.4,13.0,91.7,90.2,86.9,88.6,87.5,0,0,-1.1
WIN019425,Rioja,Spain,Rioja,tempranillo,31.15,6.03,1.85,6.0,6.0,5.4,15,7.3,13.3,80.0,79.3,85.2,82.2,81.5,0,0,-0.7
WIN019426,Tuscany,Italy,Toscana,pinot_noir,12.47,5.61,2.35,7.0,7.0,5.69,2,2.9,13.8,80.1,82.1,82.1,82.1,82.2,0,0,0.1
WIN019427,Bordeaux,France,Bordeaux,malbec,112.07,5.6,9.3,9.0,7.0,10.0,5,5.1,13.8,88.0,86.9,86.8,86.8,92.1,0,0,5.3
WIN019428,Bordeaux,France,Bordeaux,sangiovese,87.38,4.85,3.93,9.0,7.0,6.53,32,2.5,12.4,83.0,81.1,82.0,81.6,86.4,1,0,4.8
WIN019429,Bordeaux,France,Bordeaux,tempranillo,142.11,5.12,7.93,9.0,7.0,8.64,5,0.9,11.6,86.6,84.6,82.3,83.4,89.0,0,0,5.6
WIN019430,Napa,United States,Napa Valley,pinot_noir,42.53,4.77,3.04,8.0,7.0,2.77,11,5.6,14.7,83.1,83.6,81.8,82.7,85.4,0,0,2.7
WIN019431,Bordeaux,France,Bordeaux,cab_sauv,15.57,3.22,2.45,9.0,7.0,5.45,9,5.0,14.8,78.3,79.6,83.8,81.7,82.1,0,0,0.4
WIN019432,Barossa,Australia,Barossa Valley,pinot_noir,26.21,2.84,2.29,6.0,6.0,3.54,9,5.7,13.2,77.7,73.1,80.8,76.9,77.6,0,0,0.7
WIN019433,Tuscany,Italy,Toscana,cab_sauv,23.12,6.49,5.72,7.0,7.0,7.5,1,1.3,14.4,84.7,89.3,82.7,86.0,88.2,0,0,2.2
WIN019434,Burgundy,France,Borgonha,blend,50.48,6.53,5.18,9.0,8.0,9.54,10,2.1,14.2,88.4,90.3,84.1,87.2,89.2,0,0,2.0
WIN019435,Mendoza,Argentina,Mendoza,blend,12.81,7.39,5.51,5.0,6.0,6.2,12,3.1,14.4,84.1,84.4,89.2,86.8,84.8,0,1,-2.0
WIN019436,Barossa,Australia,Barossa Valley,cab_sauv,15.28,5.63,5.5,6.0,6.0,1.35,3,2.3,12.9,80.0,75.0,76.7,75.8,73.1,0,0,-2.7
WIN019437,Mendoza,Argentina,Mendoza,malbec,9.76,3.29,3.53,5.0,6.0,4.24,17,8.4,13.0,74.6,72.2,77.6,74.9,71.0,0,0,-3.9
WIN019438,Tuscany,Italy,Toscana,shiraz,9.54,7.4,4.1,7.0,7.0,5.51,6,0.7,12.4,83.6,83.2,76.4,79.8,78.3,0,0,-1.5
WIN019439,Burgundy,France,Borgonha,cab_sauv,32.57,6.63,7.76,9.0,8.0,7.91,1,2.0,12.9,89.9,93.4,89.7,91.6,91.9,0,0,0.3
WIN019440,Rioja,Spain,Rioja,malbec,25.52,2.39,3.48,6.0,6.0,9.32,10,2.7,15.8,74.1,77.9,74.9,76.4,76.9,0,0,0.5
WIN019441,Barossa,Australia,Barossa Valley,merlot,11.35,7.03,4.3,6.0,6.0,1.82,11,2.8,14.0,87.0,87.7,84.2,86.0,81.2,0,1,-4.8
WIN019442,generic_new_world,,Outras (novo mundo),blend,7.21,3.46,5.06,3.0,5.0,2.42,11,1.3,13.2,81.1,82.4,83.7,83.1,79.2,0,0,-3.9
WIN019443,Napa,United States,Napa Valley,malbec,20.26,4.31,4.32,8.0,7.0,7.19,7,3.8,14.3,81.4,80.4,82.1,81.2,79.8,0,0,-1.4
WIN019444,Barossa,Australia,Barossa Valley,sangiovese,21.7,5.88,7.03,6.0,6.0,7.38,7,4.8,11.7,87.2,86.9,86.1,86.5,86.3,0,0,-0.2
WIN019445,Burgundy,France,Borgonha,pinot_noir,285.04,0.0,5.66,9.0,8.0,8.05,6,3.7,16.1,77.8,77.8,75.6,76.7,83.5,1,0,6.8
WIN019446,Napa,United States,Napa Valley,blend,84.71,6.45,3.33,8.0,7.0,9.29,6,4.7,14.6,83.8,85.3,79.8,82.6,83.9,0,0,1.3
WIN019447,Rioja,Spain,Rioja,merlot,44.59,6.32,7.08,6.0,6.0,6.16,39,0.4,13.0,87.2,89.8,82.4,86.1,87.3,0,0,1.2
WIN019448,Rioja,Spain,Rioja,blend,41.25,2.39,5.23,6.0,6.0,7.42,13,0.4,13.7,77.7,80.1,78.5,79.3,81.4,1,0,2.1
WIN019449,Napa,United States,Napa Valley,cab_sauv,42.51,5.54,5.83,8.0,7.0,5.39,13,0.7,10.7,81.6,84.0,79.4,81.7,84.5,1,0,2.8
WIN019450,Barossa,Australia,Barossa Valley,blend,18.41,5.72,2.75,6.0,6.0,5.43,8,7.1,14.8,78.5,73.2,83.1,78.2,77.1,0,0,-1.1
WIN019451,Barossa,Australia,Barossa Valley,merlot,92.6,5.54,4.76,6.0,6.0,9.53,5,1.8,13.7,85.4,83.5,83.5,83.5,88.6,0,0,5.1
WIN019452,Barossa,Australia,Barossa Valley,sangiovese,13.59,8.96,4.01,6.0,6.0,8.1,4,7.4,14.4,86.4,86.9,94.4,90.6,88.2,0,1,-2.4
WIN019453,Burgundy,France,Borgonha,tempranillo,47.12,0.0,4.12,9.0,8.0,7.37,11,7.5,12.6,76.4,76.4,85.2,80.8,83.2,1,0,2.4
WIN019454,Napa,United States,Napa Valley,tempranillo,19.13,2.94,2.53,8.0,7.0,4.81,41,1.7,14.1,80.4,81.0,75.9,78.4,77.9,0,0,-0.5
WIN019455,Tuscany,Italy,Toscana,cab_sauv,5.18,7.77,1.36,7.0,7.0,1.65,13,0.7,13.7,82.9,78.6,86.1,82.4,74.5,0,0,-7.9
WIN019456,Napa,United States,Napa Valley,merlot,30.13,2.82,4.31,8.0,7.0,5.77,7,0.3,12.9,74.3,75.7,81.3,78.5,75.9,0,0,-2.6
WIN019457,Barossa,Australia,Barossa Valley,sangiovese,7.81,2.6,7.45,6.0,6.0,4.64,13,1.4,14.8,75.7,77.0,81.9,79.4,76.0,0,0,-3.4
WIN019458,Napa,United States,Napa Valley,cab_sauv,32.43,3.7,5.8,8.0,7.0,5.56,15,0.2,15.2,83.2,83.7,83.8,83.8,86.0,0,0,2.2
WIN019459,Bordeaux,France,Bordeaux,malbec,94.89,4.4,6.55,9.0,7.0,6.25,19,5.2,14.2,88.0,88.7,88.7,88.7,93.4,0,0,4.7
WIN019460,generic_new_world,,Outras (novo mundo),merlot,7.23,6.41,2.75,3.0,5.0,3.42,0,2.3,12.9,77.1,76.4,76.1,76.2,74.8,0,0,-1.4
WIN019461,Barossa,Australia,Barossa Valley,pinot_noir,25.34,4.59,5.47,6.0,6.0,6.36,5,0.5,15.1,77.7,77.7,71.3,74.5,73.9,0,0,-0.6
WIN019462,generic_new_world,,Outras (novo mundo),blend,9.33,3.15,4.72,3.0,5.0,10.0,10,1.5,14.2,74.7,76.7,75.1,75.9,74.5,0,0,-1.4
WIN019463,Barossa,Australia,Barossa Valley,cab_sauv,32.55,4.74,2.54,6.0,6.0,5.11,43,0.4,13.4,83.3,83.7,79.8,81.8,82.3,0,0,0.5
WIN019464,generic_new_world,,Outras (novo mundo),shiraz,5.96,3.83,2.38,3.0,5.0,5.54,48,0.8,16.2,76.7,75.7,75.6,75.6,70.0,0,0,-5.6
WIN019465,Mendoza,Argentina,Mendoza,tempranillo,20.89,3.44,3.95,5.0,6.0,7.69,7,0.9,13.9,78.6,77.8,76.4,77.1,75.3,0,0,-1.8
WIN019466,generic_new_world,,Outras (novo mundo),blend,12.8,5.11,5.95,3.0,5.0,6.24,23,0.4,12.6,79.8,80.5,81.6,81.0,79.8,0,0,-1.2
WIN019467,Mendoza,Argentina,Mendoza,shiraz,28.85,6.96,4.11,5.0,6.0,4.28,27,5.1,13.8,81.8,83.0,86.9,85.0,88.3,0,0,3.3
WIN019468,Napa,United States,Napa Valley,pinot_noir,13.61,3.93,3.28,8.0,7.0,6.54,9,8.5,13.4,81.2,79.3,83.7,81.5,78.9,0,0,-2.6
WIN019469,generic_new_world,,Outras (novo mundo),merlot,20.57,7.57,2.84,3.0,5.0,6.79,11,1.4,11.4,78.7,80.1,81.4,80.8,79.6,0,0,-1.2
WIN019470,Napa,United States,Napa Valley,blend,42.1,6.41,0.83,8.0,7.0,5.51,17,6.1,14.6,82.5,81.5,83.0,82.2,82.4,0,0,0.2
WIN019471,generic_new_world,,Outras (novo mundo),pinot_noir,12.61,8.64,0.0,3.0,5.0,5.05,13,1.6,13.3,75.7,78.7,80.7,79.7,77.7,0,0,-2.0
WIN019472,Napa,United States,Napa Valley,blend,34.47,7.27,4.74,8.0,7.0,4.49,11,1.5,15.3,85.4,85.4,89.1,87.2,88.5,0,0,1.3
WIN019473,Napa,United States,Napa Valley,tempranillo,67.87,4.38,3.69,8.0,7.0,10.0,12,1.4,12.5,82.4,79.9,75.9,77.9,82.4,1,0,4.5
WIN019474,Barossa,Australia,Barossa Valley,cab_sauv,6.89,5.77,4.73,6.0,6.0,6.06,7,1.9,12.5,80.1,82.3,79.9,81.1,77.9,0,0,-3.2
WIN019475,Mendoza,Argentina,Mendoza,blend,5.83,0.0,8.05,5.0,6.0,2.28,17,0.7,15.0,79.0,83.8,82.0,82.9,76.5,0,0,-6.4
WIN019476,Barossa,Australia,Barossa Valley,merlot,47.04,5.62,1.27,6.0,6.0,9.42,18,1.2,14.1,80.7,84.4,81.3,82.8,87.1,0,0,4.3
WIN019477,Tuscany,Italy,Toscana,blend,26.92,6.11,6.03,7.0,7.0,7.84,7,1.1,11.7,86.0,84.9,81.4,83.2,83.4,0,0,0.2
WIN019478,Mendoza,Argentina,Mendoza,shiraz,32.24,7.36,6.95,5.0,6.0,7.46,10,2.3,13.3,86.8,89.2,81.1,85.2,85.1,0,0,-0.1
WIN019479,Burgundy,France,Borgonha,tempranillo,22.74,8.69,3.94,9.0,8.0,6.8,2,2.6,12.1,88.9,92.3,90.9,91.6,92.7,0,0,1.1
WIN019480,Napa,United States,Napa Valley,blend,88.01,5.52,3.3,8.0,7.0,10.0,2,4.4,11.2,77.5,80.1,78.7,79.4,85.4,1,0,6.0
WIN019481,Rioja,Spain,Rioja,shiraz,10.83,7.31,6.93,6.0,6.0,3.5,11,3.3,14.6,89.4,91.8,86.6,89.2,84.1,0,1,-5.1
WIN019482,Barossa,Australia,Barossa Valley,cab_sauv,12.87,4.68,4.61,6.0,6.0,4.61,28,2.4,12.9,78.1,78.6,77.4,78.0,76.2,0,0,-1.8
WIN019483,Napa,United States,Napa Valley,cab_sauv,22.32,1.64,4.69,8.0,7.0,7.65,9,4.3,12.4,79.9,77.5,82.4,80.0,77.6,0,0,-2.4
WIN019484,Burgundy,France,Borgonha,pinot_noir,27.14,7.53,4.63,9.0,8.0,5.88,9,1.2,14.3,85.5,86.7,80.1,83.4,85.6,0,0,2.2
WIN019485,Mendoza,Argentina,Mendoza,merlot,8.62,7.09,1.18,5.0,6.0,5.69,18,4.0,15.2,79.7,76.5,84.1,80.3,77.8,0,0,-2.5
WIN019486,Rioja,Spain,Rioja,blend,20.84,2.09,4.83,6.0,6.0,3.05,9,2.2,12.4,77.1,79.4,84.8,82.1,82.4,0,0,0.3
WIN019487,Napa,United States,Napa Valley,merlot,34.48,4.31,2.12,8.0,7.0,8.23,16,2.0,12.6,78.1,77.9,76.8,77.4,79.7,1,0,2.3
WIN019488,generic_new_world,,Outras (novo mundo),tempranillo,29.29,6.23,4.69,3.0,5.0,7.38,7,6.8,14.0,83.5,82.8,90.8,86.8,87.9,0,0,1.1
WIN019489,Bordeaux,France,Bordeaux,malbec,28.97,4.58,2.58,9.0,7.0,7.7,13,3.4,14.8,73.3,70.0,79.6,74.8,74.5,0,0,-0.3
WIN019490,Napa,United States,Napa Valley,blend,93.53,6.34,1.86,8.0,7.0,8.02,7,3.2,14.5,80.3,83.3,73.2,78.2,83.5,1,0,5.3
WIN019491,Burgundy,France,Borgonha,sangiovese,88.7,5.06,2.67,9.0,8.0,8.69,12,1.1,13.9,81.1,82.9,77.1,80.0,84.1,1,0,4.1
WIN019492,Burgundy,France,Borgonha,pinot_noir,54.2,7.27,0.24,9.0,8.0,6.86,22,2.8,15.0,83.6,85.0,77.5,81.2,81.0,1,0,-0.2
WIN019493,Bordeaux,France,Bordeaux,sangiovese,9.19,5.18,2.97,9.0,7.0,5.35,2,5.6,15.5,79.1,77.1,86.5,81.8,76.8,0,0,-5.0
WIN019494,generic_new_world,,Outras (novo mundo),sangiovese,11.84,0.4,3.36,3.0,5.0,3.0,4,1.9,15.0,71.2,71.3,75.8,73.6,72.7,0,0,-0.9
WIN019495,Rioja,Spain,Rioja,merlot,38.66,2.1,1.94,6.0,6.0,8.27,19,2.9,15.4,71.3,70.0,70.0,70.0,70.0,1,0,0.0
WIN019496,Tuscany,Italy,Toscana,malbec,18.52,3.58,5.38,7.0,7.0,10.0,10,1.3,14.0,79.8,79.5,78.7,79.1,79.5,0,0,0.4
WIN019497,Tuscany,Italy,Toscana,shiraz,80.54,2.17,3.07,7.0,7.0,7.7,22,2.5,14.8,79.1,76.1,75.2,75.6,80.9,1,0,5.3
WIN019498,Tuscany,Italy,Toscana,cab_sauv,46.81,4.29,7.18,7.0,7.0,5.01,2,5.9,14.5,83.4,83.6,79.6,81.6,84.0,1,0,2.4
WIN019499,Bordeaux,France,Bordeaux,blend,42.62,2.62,2.93,9.0,7.0,9.35,11,5.9,12.7,76.4,79.4,82.3,80.8,82.4,1,0,1.6
WIN019500,Napa,United States,Napa Valley,merlot,44.36,6.39,4.07,8.0,7.0,7.34,12,1.7,11.9,85.7,83.9,80.3,82.1,83.7,0,0,1.6
WIN019501,Rioja,Spain,Rioja,sangiovese,26.73,6.07,10.0,6.0,6.0,2.95,32,1.4,10.7,91.5,92.6,81.9,87.2,88.7,0,0,1.5
WIN019502,Burgundy,France,Borgonha,pinot_noir,155.96,3.38,3.92,9.0,8.0,9.97,12,0.7,13.3,80.9,83.5,83.9,83.7,90.4,0,0,6.7
WIN019503,Bordeaux,France,Bordeaux,blend,36.04,6.42,5.07,9.0,7.0,6.79,5,1.9,13.9,87.4,93.1,79.0,86.0,86.1,0,0,0.1
WIN019504,generic_new_world,,Outras (novo mundo),shiraz,11.28,8.03,4.45,3.0,5.0,6.13,6,2.4,13.8,84.5,86.6,90.7,88.6,87.4,0,1,-1.2
WIN019505,Bordeaux,France,Bordeaux,tempranillo,23.79,5.04,4.49,9.0,7.0,7.68,10,5.3,12.8,79.0,81.1,77.5,79.3,80.7,0,0,1.4
WIN019506,Bordeaux,France,Bordeaux,malbec,4.64,4.98,3.68,9.0,7.0,4.99,23,3.8,14.2,79.3,79.5,85.5,82.5,78.4,0,0,-4.1
WIN019507,generic_new_world,,Outras (novo mundo),blend,20.51,3.45,9.35,3.0,5.0,9.55,4,4.7,11.2,76.4,76.2,75.4,75.8,73.5,0,0,-2.3
WIN019508,Bordeaux,France,Bordeaux,blend,18.28,4.22,4.6,9.0,7.0,6.9,5,1.4,15.4,80.0,78.0,78.1,78.0,78.6,0,0,0.6
WIN019509,Bordeaux,France,Bordeaux,sangiovese,24.71,2.58,4.22,9.0,7.0,5.07,14,4.8,13.5,78.7,79.2,78.4,78.8,78.8,0,0,0.0
WIN019510,Barossa,Australia,Barossa Valley,sangiovese,27.88,4.34,8.16,6.0,6.0,6.7,19,0.2,11.4,83.1,76.5,86.8,81.6,83.6,0,0,2.0
WIN019511,Rioja,Spain,Rioja,pinot_noir,51.96,4.93,2.72,6.0,6.0,8.14,1,1.4,15.9,77.3,75.8,86.8,81.3,82.5,1,0,1.2
WIN019512,Mendoza,Argentina,Mendoza,sangiovese,19.82,3.71,4.11,5.0,6.0,6.81,10,5.9,12.4,76.6,75.3,80.0,77.6,79.1,0,0,1.5
WIN019513,generic_new_world,,Outras (novo mundo),blend,7.13,4.3,3.59,3.0,5.0,1.81,4,0.3,12.8,77.6,79.9,80.2,80.1,78.3,0,0,-1.8
WIN019514,Napa,United States,Napa Valley,blend,65.52,3.23,0.0,8.0,7.0,10.0,1,1.7,15.0,70.2,70.0,70.0,70.0,71.3,1,0,1.3
WIN019515,generic_new_world,,Outras (novo mundo),blend,15.74,6.09,5.27,3.0,5.0,4.25,10,3.6,15.0,83.3,82.3,80.8,81.6,80.0,0,0,-1.6
WIN019516,Burgundy,France,Borgonha,blend,79.21,3.74,3.41,9.0,8.0,10.0,27,1.3,10.9,80.8,84.2,78.0,81.1,85.5,1,0,4.4
WIN019517,Bordeaux,France,Bordeaux,blend,56.92,8.76,4.25,9.0,7.0,9.39,5,9.1,13.7,90.1,86.6,94.5,90.6,94.5,0,0,3.9
WIN019518,generic_new_world,,Outras (novo mundo),pinot_noir,7.32,4.9,3.02,3.0,5.0,2.76,4,1.4,13.9,78.8,75.8,81.6,78.7,73.2,0,0,-5.5
WIN019519,Barossa,Australia,Barossa Valley,shiraz,11.06,5.77,3.18,6.0,6.0,5.84,7,0.7,12.6,78.2,74.0,71.1,72.6,70.7,0,0,-1.9
